,lesionTipo,lesionRango,nAnimal,lesionPromedio,sexoAnimales,bursometro,condicionHigado,integridadintestinal,fecha,semana,granja,edadEnDias,ciclo,noGalpon,planVacuna,influenzaVacuna,newcastleVacuna,gumboroVacuna
193,Quemadura de Amoniaco,0-1,1,0,M,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
194,Aspergilosis,0-1,1,0,M,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
195,Ascitis,0-1,1,0,M,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
196,Ascaridios y Gusanos Redondos,0-1,1,0,M,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
197,Hemorragias Petequiaeles,0-1,1,0,M,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
198,Pierna Palida,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
199,Rasguños,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
200,Quemadura Cojinete,0-3,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
201,Lesion Cavidad Oral,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
202,Retención Saco Vitelino,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
203,Atrofia del Timo,0-2,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
204,Daño de Bursa,0-3,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
205,Necrosis Cabeza Femur,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
206,Discondroplasia Tibial,0-3,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
207,Traqueitis,0-3,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
208,Aerosaculitis,0-4,2,1,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
209,Cardiovascular,0-3,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
210,Erosión Molleja,0-3,2,1,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
211,Comedor de Cama,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
212,Proventriculitis,0-3,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
213,Intestinos Engrosados,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
214,Intestinos Adelgazados,0-2,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
215,E. Acervulina,0-4,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
216,E. Maxima,0-4,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
217,E. Tenella,0-4,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
218,Exceso de Moco,0-2,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
219,Exceso de Fluido,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
220,Descamación Celular,0-2,2,1,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
221,Tenias,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
222,Enteritis Necrotica,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
223,Pasaje de Alimento,0-2,2,1,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
224,Gas Cecal,0-2,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
225,Hiperemia,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
226,Quemadura de Amoniaco,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
227,Aspergilosis,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
228,Ascitis,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
229,Ascaridios y Gusanos Redondos,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
230,Hemorragias Petequiaeles,0-1,2,0,H,7,T,8,2020-12-30,1,Delicias,23,35.0,1.0,P1T3,Trovac,Merial,Avipro
231,Pierna Palida,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
232,Rasguños,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
233,Quemadura Cojinete,0-3,1,1,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
234,Lesion Cavidad Oral,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
235,Retención Saco Vitelino,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
236,Atrofia del Timo,0-2,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
237,Daño de Bursa,0-3,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
238,Necrosis Cabeza Femur,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
239,Discondroplasia Tibial,0-3,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
240,Traqueitis,0-3,1,1,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
241,Aerosaculitis,0-4,1,2,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
242,Cardiovascular,0-3,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
243,Erosión Molleja,0-3,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
244,Comedor de Cama,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
245,Proventriculitis,0-3,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
246,Intestinos Engrosados,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
247,Intestinos Adelgazados,0-2,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
248,E. Acervulina,0-4,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
249,E. Maxima,0-4,1,1,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
250,E. Tenella,0-4,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
251,Exceso de Moco,0-2,1,1,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
252,Exceso de Fluido,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
253,Descamación Celular,0-2,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
254,Tenias,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
255,Enteritis Necrotica,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
256,Pasaje de Alimento,0-2,1,1,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
257,Gas Cecal,0-2,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
258,Hiperemia,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
259,Quemadura de Amoniaco,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
260,Aspergilosis,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
261,Ascitis,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
262,Ascaridios y Gusanos Redondos,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
263,Hemorragias Petequiaeles,0-1,1,0,M,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
264,Pierna Palida,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
265,Rasguños,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
266,Quemadura Cojinete,0-3,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
267,Lesion Cavidad Oral,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
268,Retención Saco Vitelino,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
269,Atrofia del Timo,0-2,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
270,Daño de Bursa,0-3,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
271,Necrosis Cabeza Femur,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
272,Discondroplasia Tibial,0-3,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
273,Traqueitis,0-3,2,1,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
274,Aerosaculitis,0-4,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
275,Cardiovascular,0-3,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
276,Erosión Molleja,0-3,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
277,Comedor de Cama,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
278,Proventriculitis,0-3,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
279,Intestinos Engrosados,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
280,Intestinos Adelgazados,0-2,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
281,E. Acervulina,0-4,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
282,E. Maxima,0-4,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
283,E. Tenella,0-4,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
284,Exceso de Moco,0-2,2,1,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
285,Exceso de Fluido,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
286,Descamación Celular,0-2,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
287,Tenias,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
288,Enteritis Necrotica,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
289,Pasaje de Alimento,0-2,2,1,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
290,Gas Cecal,0-2,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
291,Hiperemia,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
292,Quemadura de Amoniaco,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
293,Aspergilosis,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
294,Ascitis,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
295,Ascaridios y Gusanos Redondos,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
296,Hemorragias Petequiaeles,0-1,2,0,H,7,0,8,2020-12-30,1,Amanecer,28,35.0,8.0,P2IANC3,Avimex,Merial,Avipro
297,Pierna Palida,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
298,Rasguños,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
299,Quemadura Cojinete,0-3,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
300,Lesion Cavidad Oral,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
301,Retención Saco Vitelino,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
302,Atrofia del Timo,0-2,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
303,Daño de Bursa,0-3,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
304,Necrosis Cabeza Femur,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
305,Discondroplasia Tibial,0-3,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
306,Traqueitis,0-3,1,1,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
307,Aerosaculitis,0-4,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
308,Cardiovascular,0-3,1,1,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
309,Erosión Molleja,0-3,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
310,Comedor de Cama,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
311,Proventriculitis,0-3,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
312,Intestinos Engrosados,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
313,Intestinos Adelgazados,0-2,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
314,E. Acervulina,0-4,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
315,E. Maxima,0-4,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
316,E. Tenella,0-4,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
317,Exceso de Moco,0-2,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
318,Exceso de Fluido,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
319,Descamación Celular,0-2,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
320,Tenias,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
321,Enteritis Necrotica,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
322,Pasaje de Alimento,0-2,1,1,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
323,Gas Cecal,0-2,1,1,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
324,Hiperemia,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
325,Quemadura de Amoniaco,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
326,Aspergilosis,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
327,Ascitis,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
328,Ascaridios y Gusanos Redondos,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
329,Hemorragias Petequiaeles,0-1,1,0,M,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
330,Pierna Palida,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
331,Rasguños,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
332,Quemadura Cojinete,0-3,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
333,Lesion Cavidad Oral,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
334,Retención Saco Vitelino,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
335,Atrofia del Timo,0-2,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
336,Daño de Bursa,0-3,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
337,Necrosis Cabeza Femur,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
338,Discondroplasia Tibial,0-3,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
339,Traqueitis,0-3,2,1,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
340,Aerosaculitis,0-4,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
341,Cardiovascular,0-3,2,1,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
342,Erosión Molleja,0-3,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
343,Comedor de Cama,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
344,Proventriculitis,0-3,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
345,Intestinos Engrosados,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
346,Intestinos Adelgazados,0-2,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
347,E. Acervulina,0-4,2,1,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
348,E. Maxima,0-4,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
349,E. Tenella,0-4,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
350,Exceso de Moco,0-2,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
351,Exceso de Fluido,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
352,Descamación Celular,0-2,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
353,Tenias,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
354,Enteritis Necrotica,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
355,Pasaje de Alimento,0-2,2,1,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
356,Gas Cecal,0-2,2,1,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
357,Hiperemia,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
358,Quemadura de Amoniaco,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
359,Aspergilosis,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
360,Ascitis,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
361,Ascaridios y Gusanos Redondos,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
362,Hemorragias Petequiaeles,0-1,2,0,H,4,0,8,2020-12-30,1,Amanecer,35,35.0,5.0,P2IANC3,Avimex,Merial,Avipro
363,Pierna Palida,0-1,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
364,Rasguños,0-1,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
365,Quemadura Cojinete,0-3,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
366,Lesion Cavidad Oral,0-1,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
367,Retención Saco Vitelino,0-1,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
368,Atrofia del Timo,0-2,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
369,Daño de Bursa,0-3,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
370,Necrosis Cabeza Femur,0-1,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
371,Discondroplasia Tibial,0-3,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
372,Traqueitis,0-3,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
373,Aerosaculitis,0-4,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
374,Cardiovascular,0-3,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
375,Erosión Molleja,0-3,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
376,Comedor de Cama,0-1,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
377,Proventriculitis,0-3,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
378,Intestinos Engrosados,0-1,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
379,Intestinos Adelgazados,0-2,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
380,E. Acervulina,0-4,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
381,E. Maxima,0-4,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
382,E. Tenella,0-4,1,0,M,3,0,10,2020-01-07,2,Vergel,7,35.0,4.0,P3T1,Trovac,Merial,Avipro
